"";"m1";"m2";"chr";"pos";"lod"
"2472";"Gemin7";"Srgn";"10";32,420003;3,10166487928512
"2473";"Krtcap3";"Nfkbia";"12";24,000002;4,27012919426429
"2474";"A930041C12Rik";"rpl9";"5";33,660002;4,29470411144324
"2475";"A930041C12Rik";"Tmbim6";"15";56,130003;85,2436985037278
"2476";"Gm16523";"Gnb2l1";"11";28,770002;3,16294412403586
"2477";"Lsm14b";"Calr";"8";41,210003;3,30747599452251
"2478";"Cdc45";"spp1";"5";50,680004;3,62257891899251
"2479";"Kdelr1";"spp1";"5";50,680004;4,54951089987651
"2480";"Egfl7";"Il1b";"2";62,970005;3,01671465709404
"2481";"Mrps18a";"Srgn";"10";32,420003;3,42781742671446
"2482";"Mib2";"Tor1aip1";"1";67,690008;3,0078643421897
"2483";"BC051226";"Ell2";"13";40,930004;3,39825541141862
"2484";"Pqlc1";"Tnip1";"11";32,130004;3,13340397996522
"2485";"Vgll3";"Rpl24";"16";33,740003;76,629266537895
"2486";"Ccdc37";"Rpl24";"16";33,740003;4,98865374703259
"2487";"Sap130";"Ptma";"1";43,960005;3,1029785026563
"2488";"Sap130";"Eef1g";"19";6,040002;3,29104574866183
"2489";"Ankle1";"Cd36";"5";8,11;5,74050706575847
"2490";"Ctsb";"Tpt1";"14";40,290004;3,38909447738112
"2491";"Hps4";"sdcbp";"4";2,91;4,00284511713694
"2492";"Hps4";"Rtp4";"16";14,550001;3,35809912419063
"2493";"Pigg";"spp1";"5";50,680004;4,9768827336843
"2494";"Gm5934";"sdcbp";"4";2,91;15,2735203934482
"2495";"Dctn2";"Ptma";"1";43,960005;3,26502550296187
"2496";"Rac2";"Hsp90ab1";"17";22,590001;3,01810926270935
"2497";"Cenpi";"Pld3";"7";15,920002;3,03445625643448
"2498";"Cenpi";"Ppp1ca";"19";3,89;3,05576005680018
"2499";"Dusp16";"Tnfaip2";"12";60,990006;4,19866436016535
"2500";"Tbx15";"Cd274";"19";23,880004;3,00911783511741
"2501";"Gnat3";"sdcbp";"4";2,91;4,0415373094511
"2502";"Txndc5";"spp1";"5";50,680004;3,63560354691116
"2503";"D630045M09Rik";"Cd36";"5";8,11;4,2946007893751
"2504";"Cdkn2aipnl";"Myl6";"10";76,750008;3,85570961302985
"2505";"Anks1";"Rap2b";"3";29,810002;4,38620465609372
"2506";"Anks1";"Lgmn";"12";51,450005;3,43731607569262
"2507";"Cstad";"rpl9";"5";33,660002;4,29470411144324
"2508";"Cstad";"Tmbim6";"15";56,130003;85,2436985037277
"2509";"Kremen2";"Plek";"11";9,41;3,34438481262916
"2510";"Olfr1496";"sdcbp";"4";2,91;10,6700560529803
"2511";"Ces1d";"Irgm1";"11";28,840003;3,09441555701034
"2512";"Zfp784";"Il1b";"2";62,970005;3,0937694153417
"2513";"Fcna";"Rpl7a";"2";19,1;4,25120611444111
"2514";"Sema6b";"Pik3r5";"11";41,690005;3,86950580586649
"2515";"Tmem55b";"rpl9";"5";33,660002;3,32137514227188
"2516";"Necab1";"Rps3a1";"3";37,830003;4,2946010291459
"2517";"Hccs";"Cd14";"18";19,46;3,64930439782662
"2518";"Hccs";"Sat1";"X";72,380002;4,34680940120319
"2519";"Trib2";"Cd36";"5";8,11;4,2946007893751
"2520";"Aldh18a1";"Psme2";"14";28,190002;4,09400689909884
"2521";"Ippk";"sdcbp";"4";2,91;3,71090054415511
"2522";"Gm3230";"Arhgdia";"11";84,290013;3,11514418929373
"2523";"B130034C11Rik";"rpl9";"5";33,660002;4,29470411144324
"2524";"B130034C11Rik";"Tmbim6";"15";56,130003;85,2436985037278
"2525";"Hk3";"Syk";"13";27,410003;7,92353790201298
"2526";"Dhcr24";"Prdx1";"4";53,280004;3,01660687854483
"2527";"Dhcr24";"Rpl35a";"16";23,590002;3,43920159195046
"2528";"Hvcn1";"cxcl2";"5";44,780003;5,93701823944647
"2529";"Tia1";"Rpl24";"16";33,740003;3,68094085235088
"2530";"Pyroxd2";"Cd274";"19";23,880004;4,3716451001742
"2531";"Clgn";"rpl9";"5";33,660002;4,29470411144324
"2532";"Clgn";"Tmbim6";"15";56,130003;85,2436985037278
"2533";"Fam13b";"Itm2b";"14";38,880003;4,37197184802481
"2534";"Copb2";"Ptma";"1";43,960005;3,16936840521851
"2535";"Dcx";"Gnb2l1";"11";28,770002;3,69017943725805
"2536";"Sfxn5";"Rpl32";"6";53,720005;4,22477451581633
"2537";"Klrb1f";"Tpt1";"14";40,290004;3,19244609019414
"2538";"Txndc16";"Aldoa";"7";69,250007;3,1184192892559
"2539";"Txndc16";"Rps24";"14";14,42;3,09864271151982
"2540";"Txndc16";"Rpl24";"16";33,740003;3,08541431965349
"2541";"Cd83";"Cd83";"13";21,600002;6,53870785407692
"2542";"Slc11a1";"Fau";"19";4,340001;3,57485740203099
"2543";"Rps6ka5";"Calm1";"12";50,430004;6,64846223371577
"2544";"Rps6ka5";"Tnfsf9";"17";29,670003;3,33474683752711
"2545";"Evi5";"Arpc2";"1";38,490004;3,07442773923701
"2546";"Klra9";"Rap2b";"3";29,810002;3,7664909095013
"2547";"Gm410";"Rps3a1";"3";37,830003;8,68982844298529
"2548";"Atp8b4";"arpc1b";"5";85,030006;4,62441054438165
"2549";"Myh14";"rpl9";"5";33,660002;4,29470411144325
"2550";"Myh14";"Tmbim6";"15";56,130003;85,2436985037277
"2551";"Farp2";"Icam1";"9";7,69;3,09707347395009
"2552";"A530072M11Rik";"Apoe";"7";9,940001;3,16507094844144
"2553";"St6galnac4";"Npc2";"12";39,370003;3,15061757750188
"2554";"Dcst1";"rpl9";"5";33,660002;3,66154021092114
"2555";"Dcst1";"Tmbim6";"15";56,130003;16,5612186005575
"2556";"Hyi";"Prdx1";"4";53,280004;5,79565351853225
"2557";"Hyi";"Mx2";"16";57,510005;3,10825843246206
"2558";"Ddx54";"Fau";"19";4,340001;3,45933739238679
"2559";"Gprc5a";"Rps3a1";"3";37,830003;4,82951641213214
"2560";"Trim72";"Plek";"11";9,41;3,05198150129842
"2561";"Syf2";"arpc1b";"5";85,030006;3,24903123495072
"2562";"Lxn";"Rpl34";"3";60,550006;3,83525492406979
"2563";"Degs2";"Rpl34";"3";60,550006;3,6272565205436
"2564";"Degs2";"rpl9";"5";33,660002;3,24000804570417
"2565";"Vps26b";"sdcbp";"4";2,91;3,0143998080665
"2566";"Ifi202b";"sdcbp";"4";2,91;10,2434774837343
"2567";"Itpka";"arpc1b";"5";85,030006;3,05674718645878
"2568";"Angpt4";"rpl9";"5";33,660002;4,29470411144324
"2569";"Angpt4";"Tmbim6";"15";56,130003;85,2436985037277
"2570";"Rnf170";"Rps3a1";"3";37,830003;3,10538752307746
"2571";"Rnf170";"Mtpn";"6";15,270001;3,36185272573865
"2572";"Ptprb";"sdcbp";"4";2,91;23,7657815217425
"2573";"Pzp";"rpl9";"5";33,660002;4,29470411144325
"2574";"Pzp";"Tmbim6";"15";56,130003;85,2436985037277
"2575";"Snx5";"Ptma";"1";43,960005;4,09890265872663
"2576";"Hs3st1";"rpl9";"5";33,660002;3,95926806799699
"2577";"Ppil4";"Rps12";"10";11,100001;3,57553429890532
"2578";"Pcgf6";"Tnfaip3";"10";8,08;4,28025359953655
"2579";"Gm11127";"cxcl2";"5";44,780003;3,37361589306282
"2580";"Gm11127";"Hsp90ab1";"17";22,590001;10,0053287143197
"2581";"Gm3002";"Rps24";"14";14,42;4,55117130783554
"2582";"Ttc30a1";"rplp0";"5";56,100005;3,34716006971248
"2583";"Cyp2c70";"Rps3a1";"3";37,830003;4,2946010291459
"2584";"Arhgef9";"Hck";"2";75,410006;3,35513900701927
"2585";"Irx5";"sdcbp";"4";2,91;16,7932020082432
"2586";"Tacc1";"Lamp1";"8";5,73;4,35095087466781
"2587";"Gcfc1";"Hnrnpa3";"2";44,750002;3,07582616417828
"2588";"Gcfc1";"Slc15a3";"19";7,230003;3,68513943568372
"2589";"Ptpn21";"sdcbp";"4";2,91;4,15432234674684
"2590";"Tyw3";"Mx2";"16";57,510005;3,14473562512941
"2591";"Cramp1l";"Rpl7a";"2";19,1;3,62439651185802
"2592";"Fam166b";"Rsad2";"12";9,69;4,31570361303701
"2593";"Dhx9";"Arpc2";"1";38,490004;3,57054036664684
"2594";"Slc2a5";"Rpl24";"16";33,740003;6,31557223913835
"2595";"Obsl1";"Rps3a1";"3";37,830003;4,2946010291459
"2596";"Fam188b";"Mtpn";"6";15,270001;3,84244815744531
"2597";"Fam188b";"Calr";"8";41,210003;4,0727292255699
"2598";"Ccdc64b";"Ctss";"3";40,740004;4,85725666947345
"2599";"Pkd1l2";"Arpc2";"1";38,490004;3,19434969605511
"2600";"Cxcl9";"Il1b";"2";62,970005;3,50427602589262
"2601";"Cdc123";"Rpl24";"16";33,740003;3,45046759377825
"2602";"Emx2os";"Slc25a3";"10";45,600006;3,39595153638515
"2603";"Gpr3";"Tnfaip2";"12";60,990006;6,21363217846748
"2604";"Zc4h2";"Cd274";"19";23,880004;4,12918053280768
"2605";"Ggt5";"Slc6a6";"6";40,730004;3,18683160292267
"2606";"Wdr31";"Cd36";"5";8,11;4,29460110290575
"2607";"Slc9a3r1";"Actg1";"11";84,070012;3,65913609096267
"2608";"A630001G21Rik";"Ptprc";"1";60,730007;6,1747345519717
"2609";"Cep76";"Cyba";"8";71,040005;3,53422262442595
"2610";"Pkdcc";"Apoe";"7";9,940001;3,10232146212628
"2611";"Galntl6";"Gnb2l1";"11";28,770002;4,08462287791744
"2612";"Grifin";"Cd36";"5";8,11;4,2946007893751
"2613";"Cox4i2";"sdcbp";"4";2,91;18,8688957829523
"2614";"Naip1";"Ptprc";"1";60,730007;3,02550411097421
"2615";"Fig4";"Tnfaip3";"10";8,08;3,79390428495142
"2616";"Dusp13";"Rps9";"7";2,13;3,2013084913136
"2617";"Dusp13";"Erbb2ip";"13";56,160005;4,14145768286445
"2618";"Fam109a";"Cd63";"10";77,190009;3,53859488443226
"2619";"Smap2";"sdcbp";"4";2,91;3,35930047709621
"2620";"Calcrl";"Hnrnpa3";"2";44,750002;3,1556771119433
"2621";"Etfb";"Rpl34";"3";60,550006;3,03651738252482
"2622";"Lypd6b";"rpl9";"5";33,660002;4,29470411144325
"2623";"Lypd6b";"Tmbim6";"15";56,130003;85,2436985037277
"2624";"Hinfp";"Lgals3";"14";24,600001;3,30719625228735
"2625";"Cnot1";"rplp0";"5";56,100005;3,03881495223387
"2626";"Eny2";"tnfrsf1b";"4";78,170005;3,15285624574159
"2627";"Ttyh3";"Cd63";"10";77,190009;3,19507300201041
"2628";"Shf";"Il12b";"11";25,940001;4,73567963329008
"2629";"Cpox";"Rps3";"7";54,070006;4,19303215052203
"2630";"Zfp771";"Rap2b";"3";29,810002;4,0973970646037
"2631";"Crb3";"Srgn";"10";32,420003;3,56817835407879
"2632";"Crb3";"Plek";"11";9,41;3,15939318476653
"2633";"Crb3";"Rpl24";"16";33,740003;7,4478915235965
"2634";"Gm4980";"Rps3a1";"3";37,830003;3,75053475424969
"2635";"Gm4980";"Hnrnpa2b1";"6";24,870002;3,85691552293264
"2636";"Leprel2";"Malt1";"18";38,560002;6,19503887403508
"2637";"Mzt2";"Eef2";"10";39,720005;4,17523283067975
"2638";"Jmjd5";"Arpc2";"1";38,490004;6,18568122011932
"2639";"Itgb1bp3";"arpc1b";"5";85,030006;3,33503965610592
"2640";"Troap";"Myl6";"10";76,750008;3,28945043569709
"2641";"Prune2";"Snx3";"10";22,890002;3,9856119432484
"2642";"Rac1";"Ptma";"1";43,960005;3,39648381651435
"2643";"Ldhb";"Nme2";"11";58,880008;3,38641735474846
"2644";"Rgs14";"Rps18";"17";17,98;3,32962804217993
"2645";"Prrc2c";"Pik3r5";"11";41,690005;3,76340256812468
"2646";"Gm19710";"Slc25a3";"10";45,600006;3,51206831565733
"2647";"Zfand3";"spp1";"5";50,680004;3,41613111491025
"2648";"Stt3a";"Ptma";"1";43,960005;3,82572584010675
"2649";"Zfp948";"Atp6v1g1";"4";34,010002;3,62188541205168
"2650";"Slc43a1";"sdcbp";"4";2,91;7,74461133537912
"2651";"Gltp";"rplp0";"5";56,100005;3,89689218097598
"2652";"Rhobtb3";"sdcbp";"4";2,91;4,78897478604615
"2653";"Gm5796";"Cd36";"5";8,11;4,2946007893751
"2654";"Sqrdl";"Klf6";"13";2,94;3,48897841469373
"2655";"Cpt1b";"Rps3a1";"3";37,830003;3,25043603916614
"2656";"Omg";"Tmbim6";"15";56,130003;4,33813143347627
"2657";"Txnl4b";"arpc1b";"5";85,030006;3,15443829428882
"2658";"Olfr111";"Tnfsf9";"17";29,670003;3,69282830985652
"2659";"Cacna1d";"sdcbp";"4";2,91;3,49086738390891
"2660";"Sp6";"Rps3a1";"3";37,830003;3,57113979065521
"2661";"Map3k10";"Rmrp";"4";23,040001;3,00650922400313
"2662";"Mtcp1";"arpc1b";"5";85,030006;3,33606483954796
"2663";"Birc2";"Tmbim6";"15";56,130003;3,16060876004439
"2664";"Zdhhc6";"Tnfaip3";"10";8,08;3,14327535584311
"2665";"Sntb1";"Ccrl2";"9";60,920005;5,29354114104059
"2666";"Sntb1";"Atf4";"15";37,850002;3,69366841214112
"2667";"Il28ra";"Rps3a1";"3";37,830003;3,29022085520815
"2668";"G3bp2";"Atp6v1e1";"6";57,010006;3,43527631604393
"2669";"Stambp";"Mtpn";"6";15,270001;3,26508905860806
"2670";"Nbeal1";"Ptma";"1";43,960005;3,08362597949049
"2671";"Slco1a5";"Gnb2l1";"11";28,770002;4,29460230877106
"2672";"Larp4b";"Klf6";"13";2,94;4,15820840124186
"2673";"Odz1";"Gnb2l1";"11";28,770002;4,29460230877106
"2674";"Ebpl";"Tpt1";"14";40,290004;3,04969647473317
"2675";"Ccdc135";"rpl9";"5";33,660002;4,29470411144324
"2676";"Ccdc135";"Tmbim6";"15";56,130003;85,2436985037277
"2677";"A430033K04Rik";"Rap2b";"3";29,810002;3,7803441381668
"2678";"Ces2g";"sdcbp";"4";2,91;7,54239013401242
"2679";"Lama2";"Rpl24";"16";33,740003;19,380821986201
"2680";"Peo1";"Rpl35a";"16";23,590002;4,49031958242193
"2681";"Actr2";"Ptma";"1";43,960005;3,11910349070721
"2682";"Ftmt";"Cd36";"5";8,11;4,2946007893751
"2683";"Rad51ap2";"sdcbp";"4";2,91;23,7657815217425
"2684";"Lilrb4";"Tnfaip3";"10";8,08;6,29614472983651
"2685";"Fnbp1l";"Cd53";"3";46,530005;4,08436148328949
"2686";"Wbp11";"Sep15";"3";68,940007;3,95996415258166
"2687";"Eif2c4";"Cyba";"8";71,040005;4,31729944775524
"2688";"Mesdc2";"Snx3";"10";22,890002;4,74497053580554
"2689";"Thoc3";"Syk";"13";27,410003;3,45414188625851
"2690";"C030006K11Rik";"Hck";"2";75,410006;4,00280354065786
"2691";"Ttll2";"sdcbp";"4";2,91;8,99665381184906
"2692";"Prcc";"Spi1";"2";50,440003;3,46111817327357
"2693";"Slu7";"Slc6a6";"6";40,730004;3,26802177932787
"2694";"Prrx1";"Slc6a6";"6";40,730004;4,02594513232194
"2695";"Maged1";"Srgn";"10";32,420003;3,26316996059938
"2696";"Maged1";"Itm2b";"14";38,880003;3,41809430633529
"2697";"Rab44";"sdcbp";"4";2,91;4,01469253150922
"2698";"Gba";"Snx3";"10";22,890002;4,15387468846784
"2699";"Olfr476";"Cd36";"5";8,11;4,2946007893751
"2700";"Pcp4l1";"Eif1";"11";63,46001;3,06806144353189
"2701";"Nusap1";"Apoe";"7";9,940001;3,15916018233315
"2702";"Apobec1";"Gapdh";"6";59,320007;3,19705665347482
"2703";"Apobec1";"Cyba";"8";71,040005;3,05278828724374
"2704";"Me1";"Atf4";"15";37,850002;3,10772132002824
"2705";"Pim2";"Lamp1";"8";5,73;3,26941345121697
"2706";"Ttpa";"Cflar";"1";29,160002;4,54069857792717
"2707";"Hsd17b11";"Rpl34";"3";60,550006;3,0533401235614
"2708";"Adamts7";"cxcl2";"5";44,780003;3,51103268740749
"2709";"Bmp10";"Gnb2l1";"11";28,770002;4,29460230877106
"2710";"Plekhf1";"Pik3r5";"11";41,690005;3,72815666950828
"2711";"Plekhf1";"Itm2b";"14";38,880003;3,23649182701469
"2712";"Galc";"Rpl34";"3";60,550006;3,07341685200104
"2713";"Galc";"Lgmn";"12";51,450005;7,97695279465643
"2714";"Prss16";"Tnfaip2";"12";60,990006;3,08909869161641
"2715";"Lbp";"Znfx1";"2";87,220007;7,72255207734052
"2716";"D10Wsu102e";"Rps15";"10";39,720004;4,93718409178697
"2717";"Dok4";"Ctss";"3";40,740004;3,35520092352688
"2718";"B4galt6";"Cd14";"18";19,46;3,80943857716001
"2719";"Cpa2";"sdcbp";"4";2,91;23,7657815217425
"2720";"Trim10";"rpl9";"5";33,660002;4,29470411144325
"2721";"Trim10";"Tmbim6";"15";56,130003;85,2436985037277
"2722";"Kif19a";"Litaf";"16";6,28;3,67110954642474
"2723";"Kif19a";"Rps18";"17";17,98;4,73022700439608
"2724";"Cacna1h";"Irgm1";"11";28,840003;4,2946010797504
"2725";"Mapkapk3";"Ptma";"1";43,960005;3,01678389367023
"2726";"Ehd3";"Ptma";"1";43,960005;5,20392300998795
"2727";"Ppp1r3e";"sdcbp";"4";2,91;6,24236073309713
"2728";"Bach2";"Rpl23a";"11";46,740006;4,65874389336086
"2729";"Ppm1h";"Myl6";"10";76,750008;4,45507033272182
"2730";"Nt5c";"Cndp2";"18";57,530005;3,25524121728623
"2731";"Tspan18";"Rpl24";"16";33,740003;3,25310363215231
"2732";"Gramd1b";"Eef1a1";"9";43,650004;3,22893479855688
"2733";"Esr2";"Rpl35a";"16";23,590002;3,62978844930763
"2734";"A430089I19Rik";"rpl9";"5";33,660002;4,29470411144324
"2735";"A430089I19Rik";"Tmbim6";"15";56,130003;85,2436985037278
"2736";"B230216N24Rik";"arpc1b";"5";85,030006;4,03400203542009
"2737";"Aaas";"Ldha";"7";30,600004;3,49013959744927
"2738";"Fam18a";"Rpl7";"1";4,94;3,01835948382791
"2739";"Sec23b";"Cd53";"3";46,530005;3,01777140551611
"2740";"Gm10416";"Cd36";"5";8,11;4,29460078937511
"2741";"Rin3";"Lgmn";"12";51,450005;4,7172680100722
"2742";"Usp44";"sdcbp";"4";2,91;4,09567262443269
"2743";"A230050P20Rik";"Rpl34";"3";60,550006;4,54400684243614
"2744";"A230050P20Rik";"arpc1b";"5";85,030006;3,58677756873432
"2745";"Gm20362";"App";"16";46,920004;3,14527314126549
"2746";"Slc37a1";"Tnfsf9";"17";29,670003;4,13838609259808
"2747";"Ccl27a";"Rps24";"14";14,42;3,74745606359024
"2748";"Rnaseh2b";"Lgals3";"14";24,600001;3,59002221598728
"2749";"Maf1";"Pld3";"7";15,920002;3,6790823742029
"2750";"Maf1";"Slc15a3";"19";7,230003;3,62698227108
"2751";"Tspan13";"sdcbp";"4";2,91;4,16564212563815
"2752";"Tspan13";"Rtp4";"16";14,550001;5,51402988850691
"2753";"Ppig";"Hnrnpa3";"2";44,750002;3,59754964454289
"2754";"P4htm";"sdcbp";"4";2,91;10,4172967597953
"2755";"Adk";"Nme2";"11";58,880008;3,03302411076445
"2756";"Adk";"Rps24";"14";14,42;4,67259522666958
"2757";"Prkcb";"Rps3";"7";54,070006;7,30563537188429
"2758";"Prkcb";"Rps4x";"X";45,200001;4,39139767704898
"2759";"Smarca4";"Irg1";"14";51,670005;4,22391536033404
"2760";"Ngp";"Cyba";"8";71,040005;3,16289936216062
"2761";"Arf2";"Srgn";"10";32,420003;3,42252903744343
"2762";"Ctsk";"Rpl24";"16";33,740003;3,54284234572875
"2763";"Xrcc5";"Ctss";"3";40,740004;3,79977025671894
"2764";"Foxo3";"Ldha";"7";30,600004;3,45444341570141
"2765";"Foxo3";"Srgn";"10";32,420003;3,00372296016258
"2766";"CK137956";"Rpl24";"16";33,740003;11,7356621564635
"2767";"Dact3";"Ctss";"3";40,740004;5,62487817362018
"2768";"Cd59a";"Tpt1";"14";40,290004;3,29489339542281
"2769";"Slc6a9";"spp1";"5";50,680004;3,188836311937
"2770";"Slc6a9";"Tnfaip2";"12";60,990006;5,02250600628076
"2771";"Hlf";"tnfrsf1b";"4";78,170005;3,23772645530113
"2772";"Tagap";"Rps18";"17";17,98;3,80499852604633
"2773";"Eomes";"Slc6a6";"6";40,730004;3,44445652818918
"2774";"Top1";"Aldoa";"7";69,250007;3,47611153101003
"2775";"Gp49a";"Atp6v0d1";"8";53,040004;3,03699662836777
"2776";"Gp49a";"Srgn";"10";32,420003;3,55689957138317
"2777";"Aox1";"Rap2b";"3";29,810002;6,08545436729674
"2778";"Camk2a";"Ctss";"3";40,740004;3,47944136071733
"2779";"Rhoh";"Nrp2";"1";31,350003;3,43182541903431
"2780";"Abcb4";"Cd36";"5";8,11;3,68167313646088
"2781";"Slco2b1";"Rps3";"7";54,070006;4,09712306245492
"2782";"Prss2";"rpl9";"5";33,660002;4,29470411144324
"2783";"Prss2";"Tmbim6";"15";56,130003;85,2436985037277
"2784";"Fat2";"Tmbim6";"15";56,130003;3,12763928437434
"2785";"Ralgapa2";"Hck";"2";75,410006;7,86120356707267
"2786";"Mterfd3";"Rpl24";"16";33,740003;5,51575137742947
"2787";"Mterfd3";"Rps18";"17";17,98;3,14466937096723
"2788";"Mmp27";"spp1";"5";50,680004;3,23510775517196
"2789";"Zfp609";"Ccl2";"11";49,820007;3,08339746016805
"2790";"Olfr222";"Psme2";"14";28,190002;3,82670148668237
"2791";"Gjb1";"Irgm1";"11";28,840003;4,29460107975039
"2792";"Dnm3os";"sdcbp";"4";2,91;5,80595104988742
"2793";"Olfr992";"sdcbp";"4";2,91;23,7657815217425
"2794";"Sowahc";"Klf6";"13";2,94;3,22934078418519
"2795";"Rhcg";"Tmbim6";"15";56,130003;7,74759905848968
"2796";"Serpinf1";"Rpl7a";"2";19,1;3,00412668940509
"2797";"Runx3";"Tnfsf9";"17";29,670003;3,1912937627263
"2798";"Pim3";"sdcbp";"4";2,91;3,70020560608284
"2799";"Qpct";"Eef1a1";"9";43,650004;3,10479402198441
"2800";"Adra1b";"Rps3a1";"3";37,830003;4,29460102914591
"2801";"Acvr1b";"Tnfaip3";"10";8,08;3,84519129736565
"2802";"Acvr1b";"Tnip1";"11";32,130004;3,55740935473401
"2803";"Thbs4";"Rpl24";"16";33,740003;23,2305283495877
"2804";"Zfp317";"Icam1";"9";7,69;6,80944646340283
"2805";"Zfp317";"Rpl17";"18";50,960003;3,69657114007831
"2806";"Pemt";"sdcbp";"4";2,91;3,76482447598805
"2807";"Bex6";"Ccrl2";"9";60,920005;3,7468512067605
"2808";"Rasgef1a";"Rnf149";"1";18,330001;3,6965603453941
"2809";"Actr5";"Irg1";"14";51,670005;3,71397094601401
"2810";"Yes1";"Rpl24";"16";33,740003;4,81563100516564
"2811";"Nxt2";"Sat1";"X";72,380002;3,68544744560762
"2812";"Synrg";"sdcbp";"4";2,91;3,16344545018125
"2813";"Inpp5j";"Mtpn";"6";15,270001;3,10388979551322
"2814";"Vwce";"Cd36";"5";8,11;4,29460110290575
"2815";"Scarna8";"Rpl34";"3";60,550006;3,27117426389268
"2816";"Fgfrl1";"sdcbp";"4";2,91;6,80424530512982
"2817";"Gm20257";"Il1b";"2";62,970005;3,09034454157849
"2818";"Gm20257";"Grina";"15";35,590001;3,11901670216228
"2819";"Gm9733";"Cd274";"19";23,880004;3,02961979708751
"2820";"Tnfrsf11b";"sdcbp";"4";2,91;17,1341407835704
"2821";"C130039O16Rik";"Slc25a3";"10";45,600006;3,15209038477614
"2822";"Uxt";"Ccrl2";"9";60,920005;3,19461598420686
"2823";"Nupr1";"Ifitm3";"7";86,250008;3,77763146798904
"2824";"Prc1";"Pld3";"7";15,920002;3,32601545679572
"2825";"Cdh2";"rpl9";"5";33,660002;4,29470411144324
"2826";"Cdh2";"Tmbim6";"15";56,130003;85,2436985037278
"2827";"Chrnb1";"Ccrl2";"9";60,920005;4,07035719126818
"2828";"Aacs";"Cd44";"2";54,130004;3,01408204450128
"2829";"Aacs";"Rps3a1";"3";37,830003;4,01762918323494
"2830";"Aacs";"Atp5a1";"18";52,380004;3,30595343681524
"2831";"Nfat5";"Ptma";"1";43,960005;3,35331712917288
"2832";"Nfat5";"Tpt1";"14";40,290004;3,22801287216999
"2833";"Akap11";"Lgals3";"14";24,600001;4,3385186141728
"2834";"H2afy3";"Arpc2";"1";38,490004;3,62448640798403
"2835";"Pcnxl2";"spp1";"5";50,680004;3,71293044486082
"2836";"Pcnxl2";"Tnfaip2";"12";60,990006;6,01415797297437
"2837";"Dnajb5";"sdcbp";"4";2,91;3,97330701568669
"2838";"Myl2";"Tmbim6";"15";56,130003;6,7897369767257
"2839";"Lsm1";"Fau";"19";4,340001;3,1200242975473
"2840";"Clmn";"Tmbim6";"15";56,130003;6,12862367919591
"2841";"Ubqln3";"rpl9";"5";33,660002;4,29470411144325
"2842";"Ubqln3";"Tmbim6";"15";56,130003;85,2436985037277
"2843";"Itga4";"Hnrnpa3";"2";44,750002;3,20448849590846
"2844";"Kif1c";"Ptma";"1";43,960005;3,61036522083103
"2845";"Csf2rb";"Ccrl2";"9";60,920005;3,12609644333029
"2846";"Csf2rb";"Grina";"15";35,590001;6,33647339187135
"2847";"Zfp874a";"sdcbp";"4";2,91;3,26351350730815
"2848";"Slc16a7";"Nme2";"11";58,880008;3,4784334418127
"2849";"Fam78a";"Litaf";"16";6,28;3,28750599758831
"2850";"Htra4";"Rap2b";"3";29,810002;3,61848799517593
"2851";"Htra4";"Lamp1";"8";5,73;4,19658509261883
"2852";"Mmp8";"sdcbp";"4";2,91;6,76837012338586
"2853";"Irf2bp1";"Il1b";"2";62,970005;3,10917186214323
"2854";"Pfas";"Dbi";"1";52,650006;4,34845535975817
"2855";"Tubb2b";"Cd44";"2";54,130004;3,18075136840123
"2856";"Tubb2b";"Cd83";"13";21,600002;8,47076576107174
"2857";"Tmem2";"arpc1b";"5";85,030006;3,62505306292717
"2858";"Tmem2";"Tnip1";"11";32,130004;3,79951747377329
"2859";"Cacna1f";"Capg";"6";32,270003;3,30100382976433
"2860";"Tubb4a";"Tnfsf9";"17";29,670003;3,67483058300236
"2861";"B9d1";"sdcbp";"4";2,91;5,06162068935206
"2862";"Rnf181";"Rpl24";"16";33,740003;3,0745192443737
"2863";"Rnf181";"Cndp2";"18";57,530005;3,79012883120872
"2864";"Dnajc5b";"sdcbp";"4";2,91;23,7657815217425
"2865";"Mettl6";"Myl6";"10";76,750008;3,94645096373637
"2866";"Fn3krp";"Plek";"11";9,41;3,3325550057522
"2867";"Sprn";"rpl9";"5";33,660002;4,29470411144324
"2868";"Sprn";"Tmbim6";"15";56,130003;85,2436985037277
"2869";"Fkbp11";"Cflar";"1";29,160002;3,88259223186893
"2870";"Fkbp11";"Il12b";"11";25,940001;5,38800543790277
"2871";"Amelx";"sdcbp";"4";2,91;4,16701731814052
"2872";"Tpst1";"Bc005537";"13";10,680001;3,188669705716
"2873";"Polr2g";"Il12b";"11";25,940001;4,2017254927783
"2874";"Stk35";"sdcbp";"4";2,91;3,05106817386522
"2875";"Stk35";"Rtp4";"16";14,550001;3,40024888578773
"2876";"Fdx1";"App";"16";46,920004;3,35811823600695
"2877";"Gm6568";"sdcbp";"4";2,91;3,48515494356898
"2878";"Pcmtd1";"Rpl34";"3";60,550006;3,01299721237321
"2879";"BC037032";"Rpl24";"16";33,740003;6,14434237169517
"2880";"Endod1";"arpc1b";"5";85,030006;3,42854860219873
"2881";"Endod1";"Icam1";"9";7,69;3,97167538053147
"2882";"Lrig1";"Apoe";"7";9,940001;3,19768906736704
"2883";"Arl8a";"Cd14";"18";19,46;3,36157020591093
"2884";"Il12a";"sdcbp";"4";2,91;8,20673506377102
"2885";"Bclaf1";"Srgn";"10";32,420003;4,52327277727377
